Line#,Date,"Solar Radiation (S-LIB 21559981:22047692-1),W/m²,21559981","Temperature (S-THC 21559981:22071558-1),°C,21559981"
1432,25-08-24 23:20:00 -0500,1,6.577
1433,25-08-24 23:25:00 -0500,1,6.856
1434,25-08-24 23:30:00 -0500,1,6.856
1435,25-08-24 23:35:00 -0500,1,6.813
1436,25-08-24 23:40:00 -0500,1,6.748
1437,25-08-24 23:45:00 -0500,1,6.727
1438,25-08-24 23:50:00 -0500,1,6.877
1439,25-08-24 23:55:00 -0500,1,6.877
1440,25-08-25 00:00:00 -0500,1,6.898
1441,25-08-25 00:05:00 -0500,1,7.091
1442,25-08-25 00:10:00 -0500,1,6.984
1443,25-08-25 00:15:00 -0500,1,7.006
1444,25-08-25 00:20:00 -0500,1,6.898
1445,25-08-25 00:25:00 -0500,1,6.877
1446,25-08-25 00:30:00 -0500,1,6.834
1447,25-08-25 00:35:00 -0500,1,6.813
1448,25-08-25 00:40:00 -0500,1,6.813
1449,25-08-25 00:45:00 -0500,1,6.577
1450,25-08-25 00:50:00 -0500,1,6.319
1451,25-08-25 00:55:00 -0500,1,6.641
1452,25-08-25 01:00:00 -0500,1,6.684
1453,25-08-25 01:05:00 -0500,1,6.663
1454,25-08-25 01:10:00 -0500,1,6.641
1455,25-08-25 01:15:00 -0500,1,6.641
1456,25-08-25 01:20:00 -0500,1,6.534
1457,25-08-25 01:25:00 -0500,1,6.041
1458,25-08-25 01:30:00 -0500,1,6.019
1459,25-08-25 01:35:00 -0500,1,5.783
1460,25-08-25 01:40:00 -0500,1,5.805
1461,25-08-25 01:45:00 -0500,1,5.612
1462,25-08-25 01:50:00 -0500,1,5.011
1463,25-08-25 01:55:00 -0500,1,5.097
1464,25-08-25 02:00:00 -0500,1,5.054
1465,25-08-25 02:05:00 -0500,1,5.118
1466,25-08-25 02:10:00 -0500,1,5.204
1467,25-08-25 02:15:00 -0500,1,5.183
1468,25-08-25 02:20:00 -0500,1,5.161
1469,25-08-25 02:25:00 -0500,1,4.582
1470,25-08-25 02:30:00 -0500,1,4.368
1471,25-08-25 02:35:00 -0500,1,4.689
1472,25-08-25 02:40:00 -0500,1,4.904
1473,25-08-25 02:45:00 -0500,1,5.032
1474,25-08-25 02:50:00 -0500,1,4.925
1475,25-08-25 02:55:00 -0500,1,5.118
1476,25-08-25 03:00:00 -0500,1,4.625
1477,25-08-25 03:05:00 -0500,1,4.904
1478,25-08-25 03:10:00 -0500,1,4.904
1479,25-08-25 03:15:00 -0500,1,4.968
1480,25-08-25 03:20:00 -0500,1,4.797
1481,25-08-25 03:25:00 -0500,1,4.153
1482,25-08-25 03:30:00 -0500,1,4.132
1483,25-08-25 03:35:00 -0500,1,4.239
1484,25-08-25 03:40:00 -0500,1,4.282
1485,25-08-25 03:45:00 -0500,1,4.646
1486,25-08-25 03:50:00 -0500,1,4.646
1487,25-08-25 03:55:00 -0500,1,4.346
1488,25-08-25 04:00:00 -0500,1,4.282
1489,25-08-25 04:05:00 -0500,1,4.41
1490,25-08-25 04:10:00 -0500,1,4.539
1491,25-08-25 04:15:00 -0500,1,4.303
1492,25-08-25 04:20:00 -0500,1,4.26
1493,25-08-25 04:25:00 -0500,1,4.453
1494,25-08-25 04:30:00 -0500,1,4.389
1495,25-08-25 04:35:00 -0500,1,4.711
1496,25-08-25 04:40:00 -0500,1,4.625
1497,25-08-25 04:45:00 -0500,1,4.453
1498,25-08-25 04:50:00 -0500,1,4.175
1499,25-08-25 04:55:00 -0500,1,4.26
1500,25-08-25 05:00:00 -0500,1,4.432
1501,25-08-25 05:05:00 -0500,1,4.175
1502,25-08-25 05:10:00 -0500,1,4.282
1503,25-08-25 05:15:00 -0500,1,3.831
1504,25-08-25 05:20:00 -0500,1,3.681
1505,25-08-25 05:25:00 -0500,1,3.767
1506,25-08-25 05:30:00 -0500,1,3.81
1507,25-08-25 05:35:00 -0500,1,3.96
1508,25-08-25 05:40:00 -0500,1,4.153
1509,25-08-25 05:45:00 -0500,1,4.217
1510,25-08-25 05:50:00 -0500,1,3.831
1511,25-08-25 05:55:00 -0500,1,4.003
1512,25-08-25 06:00:00 -0500,2,3.896
1513,25-08-25 06:05:00 -0500,3,3.724
1514,25-08-25 06:10:00 -0500,6,3.703
1515,25-08-25 06:15:00 -0500,9,3.424
1516,25-08-25 06:20:00 -0500,12,3.424
1517,25-08-25 06:25:00 -0500,17,3.66
1518,25-08-25 06:30:00 -0500,23,3.853
1519,25-08-25 06:35:00 -0500,22,4.153
1520,25-08-25 06:40:00 -0500,21,4.475
1521,25-08-25 06:45:00 -0500,29,4.732
1522,25-08-25 06:50:00 -0500,53,5.204
1523,25-08-25 06:55:00 -0500,82,6.019
1524,25-08-25 07:00:00 -0500,82,6.727
1525,25-08-25 07:05:00 -0500,79,6.941
1526,25-08-25 07:10:00 -0500,93,7.199
1527,25-08-25 07:15:00 -0500,109,7.756
1528,25-08-25 07:20:00 -0500,116,8.293
1529,25-08-25 07:25:00 -0500,131,8.571
1530,25-08-25 07:30:00 -0500,138,8.915
1531,25-08-25 07:35:00 -0500,176,9.344
1532,25-08-25 07:40:00 -0500,196,10.437
1533,25-08-25 07:45:00 -0500,214,11.424
1534,25-08-25 07:50:00 -0500,206,12.26
1535,25-08-25 07:55:00 -0500,197,12.475
1536,25-08-25 08:00:00 -0500,199,11.145
1537,25-08-25 08:05:00 -0500,218,11.746
1538,25-08-25 08:10:00 -0500,228,11.917
1539,25-08-25 08:15:00 -0500,233,11.445
1540,25-08-25 08:20:00 -0500,266,11.51
1541,25-08-25 08:25:00 -0500,289,12.432
1542,25-08-25 08:30:00 -0500,306,12.11
1543,25-08-25 08:35:00 -0500,363,13.333
1544,25-08-25 08:40:00 -0500,346,13.204
1545,25-08-25 08:45:00 -0500,402,15.928
1546,25-08-25 08:50:00 -0500,683,18.116
1547,25-08-25 08:55:00 -0500,748,21.762
1548,25-08-25 09:00:00 -0500,238,16.85
1549,25-08-25 09:05:00 -0500,214,13.783
1550,25-08-25 09:10:00 -0500,891,20.325
1551,25-08-25 09:15:00 -0500,417,20.046
1552,25-08-25 09:20:00 -0500,287,17
1553,25-08-25 09:25:00 -0500,258,14.255
1554,25-08-25 09:30:00 -0500,206,14.191
1555,25-08-25 09:35:00 -0500,993,17.751
1556,25-08-25 09:40:00 -0500,996,23.027
1557,25-08-25 09:45:00 -0500,"1,113",20.282
1558,25-08-25 09:50:00 -0500,392,21.547
1559,25-08-25 09:55:00 -0500,"1,052",18.738
1560,25-08-25 10:00:00 -0500,243,17.086
1561,25-08-25 10:05:00 -0500,"1,074",17.451
1562,25-08-25 10:10:00 -0500,328,20.11
1563,25-08-25 10:15:00 -0500,297,15.327
1564,25-08-25 10:20:00 -0500,388,16.893
1565,25-08-25 10:25:00 -0500,324,16.271
1566,25-08-25 10:30:00 -0500,262,16.014
1567,25-08-25 10:35:00 -0500,236,14.899
1568,25-08-25 10:40:00 -0500,223,15.37
1569,25-08-25 10:45:00 -0500,264,14.684
1570,25-08-25 10:50:00 -0500,332,15.413
1571,25-08-25 10:55:00 -0500,272,14.92
1572,25-08-25 11:00:00 -0500,279,14.856
1573,25-08-25 11:05:00 -0500,269,15.285
1574,25-08-25 11:10:00 -0500,263,15.392
1575,25-08-25 11:15:00 -0500,239,15.177
1576,25-08-25 11:20:00 -0500,257,15.092
1577,25-08-25 11:25:00 -0500,333,16.958
1578,25-08-25 11:30:00 -0500,463,21.354
1579,25-08-25 11:35:00 -0500,532,19.467
1580,25-08-25 11:40:00 -0500,801,22.448
1581,25-08-25 11:45:00 -0500,336,16.979
1582,25-08-25 11:50:00 -0500,367,17.558
1583,25-08-25 11:55:00 -0500,353,17.236
1584,25-08-25 12:00:00 -0500,312,16.829
1585,25-08-25 12:05:00 -0500,267,16.85
1586,25-08-25 12:10:00 -0500,"1,094",25.172
1587,25-08-25 12:15:00 -0500,"1,256",25.472
1588,25-08-25 12:20:00 -0500,324,17.386
1589,25-08-25 12:25:00 -0500,239,16.228
1590,25-08-25 12:30:00 -0500,213,15.778
1591,25-08-25 12:35:00 -0500,581,16.443
1592,25-08-25 12:40:00 -0500,"1,141",19.167
1593,25-08-25 12:45:00 -0500,"1,136",19.789
1594,25-08-25 12:50:00 -0500,254,24.593
1595,25-08-25 12:55:00 -0500,"1,067",27.381
1596,25-08-25 13:00:00 -0500,272,18.845
1597,25-08-25 13:05:00 -0500,246,21.569
1598,25-08-25 13:10:00 -0500,288,17.901
1599,25-08-25 13:15:00 -0500,"1,047",23.714
1600,25-08-25 13:20:00 -0500,961,26.437
1601,25-08-25 13:25:00 -0500,968,26.437
1602,25-08-25 13:30:00 -0500,801,22.384
1603,25-08-25 13:35:00 -0500,933,24.121
1604,25-08-25 13:40:00 -0500,227,19.596
1605,25-08-25 13:45:00 -0500,256,17.558
1606,25-08-25 13:50:00 -0500,292,16.936
1607,25-08-25 13:55:00 -0500,322,18.845
1608,25-08-25 14:00:00 -0500,958,21.161
1609,25-08-25 14:05:00 -0500,256,21.783
1610,25-08-25 14:10:00 -0500,267,18.03
1611,25-08-25 14:15:00 -0500,156,14.169
1612,25-08-25 14:20:00 -0500,159,13.247
1613,25-08-25 14:25:00 -0500,202,13.462
1614,25-08-25 14:30:00 -0500,338,14.427
1615,25-08-25 14:35:00 -0500,787,20.475
1616,25-08-25 14:40:00 -0500,692,23.156
1617,25-08-25 14:45:00 -0500,686,16.85
1618,25-08-25 14:50:00 -0500,636,18.094
1619,25-08-25 14:55:00 -0500,622,18.738
1620,25-08-25 15:00:00 -0500,609,18.33
1621,25-08-25 15:05:00 -0500,614,17.837
1622,25-08-25 15:10:00 -0500,258,18.416
1623,25-08-25 15:15:00 -0500,171,16.185
1624,25-08-25 15:20:00 -0500,151,14.727
1625,25-08-25 15:25:00 -0500,126,14.341
1626,25-08-25 15:30:00 -0500,154,14.083
1627,25-08-25 15:35:00 -0500,487,19.789
1628,25-08-25 15:40:00 -0500,467,21.226
1629,25-08-25 15:45:00 -0500,437,21.676
1630,25-08-25 15:50:00 -0500,434,20.282
1631,25-08-25 15:55:00 -0500,84,17.408
1632,25-08-25 16:00:00 -0500,74,12.84
1633,25-08-25 16:05:00 -0500,52,11.939
1634,25-08-25 16:10:00 -0500,78,11.917
1635,25-08-25 16:15:00 -0500,73,11.874
1636,25-08-25 16:20:00 -0500,74,12.025
1637,25-08-25 16:25:00 -0500,98,12.604
1638,25-08-25 16:30:00 -0500,92,13.097
1639,25-08-25 16:35:00 -0500,72,12.861
1640,25-08-25 16:40:00 -0500,44,12.303
1641,25-08-25 16:45:00 -0500,59,11.874
1642,25-08-25 16:50:00 -0500,118,13.462
1643,25-08-25 16:55:00 -0500,169,15.027
1644,25-08-25 17:00:00 -0500,156,15.563
1645,25-08-25 17:05:00 -0500,132,14.341
1646,25-08-25 17:10:00 -0500,33,11.853
1647,25-08-25 17:15:00 -0500,31,11.403
1648,25-08-25 17:20:00 -0500,29,11.231
1649,25-08-25 17:25:00 -0500,23,11.231
1650,25-08-25 17:30:00 -0500,17,10.974
1651,25-08-25 17:35:00 -0500,8,10.995
1652,25-08-25 17:40:00 -0500,3,10.652
1653,25-08-25 17:45:00 -0500,1,10.416
1654,25-08-25 17:50:00 -0500,1,9.751
1655,25-08-25 17:55:00 -0500,1,9.086
1656,25-08-25 18:00:00 -0500,1,9.644
1657,25-08-25 18:05:00 -0500,1,9.494
1658,25-08-25 18:10:00 -0500,1,8.528
1659,25-08-25 18:15:00 -0500,1,8.764
1660,25-08-25 18:20:00 -0500,1,8.4
1661,25-08-25 18:25:00 -0500,1,7.928
1662,25-08-25 18:30:00 -0500,1,7.778
1663,25-08-25 18:35:00 -0500,1,8.55
1664,25-08-25 18:40:00 -0500,1,8.035
1665,25-08-25 18:45:00 -0500,1,7.177
1666,25-08-25 18:50:00 -0500,1,7.778
1667,25-08-25 18:55:00 -0500,1,7.907
1668,25-08-25 19:00:00 -0500,1,7.949
1669,25-08-25 19:05:00 -0500,1,7.499
1670,25-08-25 19:10:00 -0500,1,7.134
1671,25-08-25 19:15:00 -0500,1,7.52
1672,25-08-25 19:20:00 -0500,1,7.091
1673,25-08-25 19:25:00 -0500,1,6.834
1674,25-08-25 19:30:00 -0500,1,6.77
1675,25-08-25 19:35:00 -0500,1,6.813
1676,25-08-25 19:40:00 -0500,1,6.963
1677,25-08-25 19:45:00 -0500,1,6.813
1678,25-08-25 19:50:00 -0500,1,6.684
1679,25-08-25 19:55:00 -0500,1,5.311
1680,25-08-25 20:00:00 -0500,1,5.955
1681,25-08-25 20:05:00 -0500,1,5.569
1682,25-08-25 20:10:00 -0500,1,5.333
1683,25-08-25 20:15:00 -0500,1,5.826
1684,25-08-25 20:20:00 -0500,1,5.805
1685,25-08-25 20:25:00 -0500,1,5.612
1686,25-08-25 20:30:00 -0500,1,5.44
1687,25-08-25 20:35:00 -0500,1,5.268
1688,25-08-25 20:40:00 -0500,1,5.118
1689,25-08-25 20:45:00 -0500,1,4.41
1690,25-08-25 20:50:00 -0500,1,4.11
1691,25-08-25 20:55:00 -0500,1,4.11
1692,25-08-25 21:00:00 -0500,1,3.81
1693,25-08-25 21:05:00 -0500,1,3.767
1694,25-08-25 21:10:00 -0500,1,4.132
1695,25-08-25 21:15:00 -0500,1,4.625
1696,25-08-25 21:20:00 -0500,1,4.689
1697,25-08-25 21:25:00 -0500,1,3.703
1698,25-08-25 21:30:00 -0500,1,4.024
1699,25-08-25 21:35:00 -0500,1,3.274
1700,25-08-25 21:40:00 -0500,1,2.716
1701,25-08-25 21:45:00 -0500,1,2.888
1702,25-08-25 21:50:00 -0500,1,2.502
1703,25-08-25 21:55:00 -0500,1,2.351
1704,25-08-25 22:00:00 -0500,1,2.587
1705,25-08-25 22:05:00 -0500,1,2.652
1706,25-08-25 22:10:00 -0500,1,2.373
1707,25-08-25 22:15:00 -0500,1,2.845
1708,25-08-25 22:20:00 -0500,1,3.188
1709,25-08-25 22:25:00 -0500,1,3.252
1710,25-08-25 22:30:00 -0500,1,3.317
1711,25-08-25 22:35:00 -0500,1,3.467
1712,25-08-25 22:40:00 -0500,1,4.132
1713,25-08-25 22:45:00 -0500,1,4.797
1714,25-08-25 22:50:00 -0500,1,4.904
1715,25-08-25 22:55:00 -0500,1,4.968
1716,25-08-25 23:00:00 -0500,1,5.097
1717,25-08-25 23:05:00 -0500,1,4.904
1718,25-08-25 23:10:00 -0500,1,4.625
1719,25-08-25 23:15:00 -0500,1,4.968
1720,25-08-25 23:20:00 -0500,1,4.067
1721,25-08-25 23:25:00 -0500,1,3.982
1722,25-08-25 23:30:00 -0500,1,3.939
1723,25-08-25 23:35:00 -0500,1,3.703
1724,25-08-25 23:40:00 -0500,1,3.96
1725,25-08-25 23:45:00 -0500,1,4.453
1726,25-08-25 23:50:00 -0500,1,4.882
1727,25-08-25 23:55:00 -0500,1,4.625
1728,25-08-26 00:00:00 -0500,1,4.432
1729,25-08-26 00:05:00 -0500,1,4.604
1730,25-08-26 00:10:00 -0500,1,4.196
1731,25-08-26 00:15:00 -0500,1,4.453
1732,25-08-26 00:20:00 -0500,1,4.711
1733,25-08-26 00:25:00 -0500,1,4.732
1734,25-08-26 00:30:00 -0500,1,4.732
1735,25-08-26 00:35:00 -0500,1,4.925
1736,25-08-26 00:40:00 -0500,1,5.011
1737,25-08-26 00:45:00 -0500,1,4.861
1738,25-08-26 00:50:00 -0500,1,4.861
1739,25-08-26 00:55:00 -0500,1,4.646
1740,25-08-26 01:00:00 -0500,1,4.475
1741,25-08-26 01:05:00 -0500,1,4.239
1742,25-08-26 01:10:00 -0500,1,5.526
1743,25-08-26 01:15:00 -0500,1,5.976
1744,25-08-26 01:20:00 -0500,1,5.976
1745,25-08-26 01:25:00 -0500,1,5.976
1746,25-08-26 01:30:00 -0500,1,5.912
1747,25-08-26 01:35:00 -0500,1,5.805
1748,25-08-26 01:40:00 -0500,1,5.74
1749,25-08-26 01:45:00 -0500,1,5.676
1750,25-08-26 01:50:00 -0500,1,5.676
1751,25-08-26 01:55:00 -0500,1,5.483
1752,25-08-26 02:00:00 -0500,1,5.419
1753,25-08-26 02:05:00 -0500,1,5.44
1754,25-08-26 02:10:00 -0500,1,5.526
1755,25-08-26 02:15:00 -0500,1,5.654
1756,25-08-26 02:20:00 -0500,1,5.74
1757,25-08-26 02:25:00 -0500,1,5.676
1758,25-08-26 02:30:00 -0500,1,5.226
1759,25-08-26 02:35:00 -0500,1,5.161
1760,25-08-26 02:40:00 -0500,1,5.161
1761,25-08-26 02:45:00 -0500,1,5.14
1762,25-08-26 02:50:00 -0500,1,5.226
1763,25-08-26 02:55:00 -0500,1,5.461
1764,25-08-26 03:00:00 -0500,1,5.311
1765,25-08-26 03:05:00 -0500,1,5.805
1766,25-08-26 03:10:00 -0500,1,5.976
1767,25-08-26 03:15:00 -0500,1,5.912
1768,25-08-26 03:20:00 -0500,1,5.783
1769,25-08-26 03:25:00 -0500,1,5.633
1770,25-08-26 03:30:00 -0500,1,5.547
1771,25-08-26 03:35:00 -0500,1,5.526
1772,25-08-26 03:40:00 -0500,1,5.268
1773,25-08-26 03:45:00 -0500,1,5.354
1774,25-08-26 03:50:00 -0500,1,5.397
1775,25-08-26 03:55:00 -0500,1,5.397
1776,25-08-26 04:00:00 -0500,1,5.44
1777,25-08-26 04:05:00 -0500,1,5.333
1778,25-08-26 04:10:00 -0500,1,5.268
1779,25-08-26 04:15:00 -0500,1,5.483
1780,25-08-26 04:20:00 -0500,1,5.483
1781,25-08-26 04:25:00 -0500,1,5.654
1782,25-08-26 04:30:00 -0500,1,5.612
1783,25-08-26 04:35:00 -0500,1,5.633
1784,25-08-26 04:40:00 -0500,1,5.526
1785,25-08-26 04:45:00 -0500,1,5.504
1786,25-08-26 04:50:00 -0500,1,5.333
1787,25-08-26 04:55:00 -0500,1,5.097
1788,25-08-26 05:00:00 -0500,1,4.947
1789,25-08-26 05:05:00 -0500,1,4.775
1790,25-08-26 05:10:00 -0500,1,4.582
1791,25-08-26 05:15:00 -0500,1,4.432
1792,25-08-26 05:20:00 -0500,1,4.518
1793,25-08-26 05:25:00 -0500,1,4.582
1794,25-08-26 05:30:00 -0500,1,4.947
1795,25-08-26 05:35:00 -0500,1,5.054
1796,25-08-26 05:40:00 -0500,1,5.14
1797,25-08-26 05:45:00 -0500,1,5.075
1798,25-08-26 05:50:00 -0500,1,4.818
1799,25-08-26 05:55:00 -0500,2,4.947
1800,25-08-26 06:00:00 -0500,3,4.775
1801,25-08-26 06:05:00 -0500,7,5.097
1802,25-08-26 06:10:00 -0500,14,5.118
1803,25-08-26 06:15:00 -0500,31,5.247
1804,25-08-26 06:20:00 -0500,37,5.783
1805,25-08-26 06:25:00 -0500,62,6.469
1806,25-08-26 06:30:00 -0500,43,7.285
1807,25-08-26 06:35:00 -0500,49,6.727
1808,25-08-26 06:40:00 -0500,59,6.062
1809,25-08-26 06:45:00 -0500,62,6.083
1810,25-08-26 06:50:00 -0500,62,6.341
1811,25-08-26 06:55:00 -0500,231,7.778
1812,25-08-26 07:00:00 -0500,178,9.601
1813,25-08-26 07:05:00 -0500,276,9.579
1814,25-08-26 07:10:00 -0500,289,9.858
1815,25-08-26 07:15:00 -0500,309,10.051
1816,25-08-26 07:20:00 -0500,329,10.909
1817,25-08-26 07:25:00 -0500,352,11.231
1818,25-08-26 07:30:00 -0500,374,12.453
1819,25-08-26 07:35:00 -0500,392,12.175
1820,25-08-26 07:40:00 -0500,418,12.411
1821,25-08-26 07:45:00 -0500,424,12.689
1822,25-08-26 07:50:00 -0500,446,12.84
1823,25-08-26 07:55:00 -0500,464,13.805
1824,25-08-26 08:00:00 -0500,486,14.126
1825,25-08-26 08:05:00 -0500,501,14.663
1826,25-08-26 08:10:00 -0500,524,15.006
1827,25-08-26 08:15:00 -0500,543,15.392
1828,25-08-26 08:20:00 -0500,577,14.727
1829,25-08-26 08:25:00 -0500,596,15.756
1830,25-08-26 08:30:00 -0500,618,16.207
1831,25-08-26 08:35:00 -0500,636,16.357
1832,25-08-26 08:40:00 -0500,658,18.781
1833,25-08-26 08:45:00 -0500,483,20.99
1834,25-08-26 08:50:00 -0500,769,15.563
1835,25-08-26 08:55:00 -0500,218,17.558
1836,25-08-26 09:00:00 -0500,909,20.218
1837,25-08-26 09:05:00 -0500,279,16.85
1838,25-08-26 09:10:00 -0500,894,22.834
1839,25-08-26 09:15:00 -0500,223,15.242
1840,25-08-26 09:20:00 -0500,352,22.041
1841,25-08-26 09:25:00 -0500,212,19.703
1842,25-08-26 09:30:00 -0500,203,19.596
1843,25-08-26 09:35:00 -0500,937,22.598
1844,25-08-26 09:40:00 -0500,952,24.4
1845,25-08-26 09:45:00 -0500,"1,014",22.534
1846,25-08-26 09:50:00 -0500,984,20.11
1847,25-08-26 09:55:00 -0500,138,19.66
1848,25-08-26 10:00:00 -0500,954,21.612
1849,25-08-26 10:05:00 -0500,"1,102",19.488
1850,25-08-26 10:10:00 -0500,953,18.502
1851,25-08-26 10:15:00 -0500,922,18.352
1852,25-08-26 10:20:00 -0500,953,17.472
1853,25-08-26 10:25:00 -0500,988,17.108
1854,25-08-26 10:30:00 -0500,"1,011",17.751
1855,25-08-26 10:35:00 -0500,"1,023",18.03
1856,25-08-26 10:40:00 -0500,"1,042",17.923
1857,25-08-26 10:45:00 -0500,"1,024",17.451
1858,25-08-26 10:50:00 -0500,"1,031",21.311
1859,25-08-26 10:55:00 -0500,"1,112",19.639
1860,25-08-26 11:00:00 -0500,"1,087",23.821
1861,25-08-26 11:05:00 -0500,"1,226",25.301
1862,25-08-26 11:10:00 -0500,516,20.346
1863,25-08-26 11:15:00 -0500,654,20.604
1864,25-08-26 11:20:00 -0500,438,18.523
1865,25-08-26 11:25:00 -0500,406,18.781
1866,25-08-26 11:30:00 -0500,358,17.408
1867,25-08-26 11:35:00 -0500,391,16.314
1868,25-08-26 11:40:00 -0500,458,18.223
1869,25-08-26 11:45:00 -0500,487,20.26
1870,25-08-26 11:50:00 -0500,"1,189",27.896
1871,25-08-26 11:55:00 -0500,"1,127",24.636
1872,25-08-26 12:00:00 -0500,607,23.735
1873,25-08-26 12:05:00 -0500,"1,149",23.092
1874,25-08-26 12:10:00 -0500,"1,156",25.043
1875,25-08-26 12:15:00 -0500,822,21.998
1876,25-08-26 12:20:00 -0500,"1,141",23.971
1877,25-08-26 12:25:00 -0500,"1,036",26.652
1878,25-08-26 12:30:00 -0500,383,26.373
1879,25-08-26 12:35:00 -0500,"1,037",25.279
1880,25-08-26 12:40:00 -0500,"1,104",20.732
1881,25-08-26 12:45:00 -0500,331,21.226
1882,25-08-26 12:50:00 -0500,307,21.569
1883,25-08-26 12:55:00 -0500,"1,082",21.826
1884,25-08-26 13:00:00 -0500,999,24.979
1885,25-08-26 13:05:00 -0500,934,24.486
1886,25-08-26 13:10:00 -0500,206,23.456
1887,25-08-26 13:15:00 -0500,259,19.467
1888,25-08-26 13:20:00 -0500,246,16.958
1889,25-08-26 13:25:00 -0500,271,16.4
1890,25-08-26 13:30:00 -0500,369,17.451
1891,25-08-26 13:35:00 -0500,432,21.547
1892,25-08-26 13:40:00 -0500,354,20.153
1893,25-08-26 13:45:00 -0500,253,17.279
1894,25-08-26 13:50:00 -0500,228,15.628
1895,25-08-26 13:55:00 -0500,234,15.478
1896,25-08-26 14:00:00 -0500,968,20.046
1897,25-08-26 14:05:00 -0500,"1,002",19.767
1898,25-08-26 14:10:00 -0500,511,22.47
1899,25-08-26 14:15:00 -0500,891,25.065
1900,25-08-26 14:20:00 -0500,787,25.387
1901,25-08-26 14:25:00 -0500,734,23.757
1902,25-08-26 14:30:00 -0500,121,18.738
1903,25-08-26 14:35:00 -0500,103,15.092
1904,25-08-26 14:40:00 -0500,139,14.856
1905,25-08-26 14:45:00 -0500,784,21.419
